ProbeName	P-value	Absolute Fold change([T] vs [N])	Regulation([T] vs [N])	type	seqname	GeneSymbol	source	RNAlength	chrom	strand
ASHG19A3A007436	1.10301E-07	2.261947482	up	noncoding	NR_026898	RPL10	RefSeq_NR	2172	chrX	+
ASHG19A3A047028	1.48014E-09	5.726488956	up	noncoding	ENST00000443918	RP4-694A7.3	Ensembl	295	chr1	-
ASHG19A3A023814	4.98023E-09	3.299648315	up	noncoding	ENST00000506193	RP11-478C6.4	Ensembl	142	chr4	-
CUST_82_PI426075208	5.11976E-07	4.032847634	up	noncoding	nc-HOXA1-54+	nc-HOXA1-54	HOX cluster	128	chr7	+
ASHG19A3A034441	1.12581E-10	4.147303516	up	noncoding	NR_029404	LOC649395	RefSeq_NR	1828	chr7	+
ASHG19A3A009841	1.28014E-09	5.288079111	up	noncoding	ENST00000485521	RP11-401F2.1	Ensembl	314	chr17	+
ASHG19A3A029696	6.17231E-09	3.532275393	up	noncoding	ENST00000403866	PPIAP9	Ensembl	498	chr6	-
ASHG19A3A051798	7.51924E-09	3.45358652	up	noncoding	ENST00000472981	RP11-796G6.1	Ensembl	438	chr14	+
ASHG19A3A029104	7.71334E-07	6.847632704	up	noncoding	uc003lyl.3	DQ658414	UCSC_knowngene	2329	chr5	+
ASHG19A3A033534	1.81692E-07	2.142078523	up	noncoding	uc003vpe.2	UBE2H	UCSC_knowngene	1844	chr7	-
ASHG19A3A024710	1.05013E-06	4.102291547	up	noncoding	ENST00000491435	RP11-50D9.1	Ensembl	481	chr4	-
ASHG19A3A045424	9.35067E-09	7.636920683	up	noncoding	ENST00000472498	RP11-655M14.2	Ensembl	294	chr11	-
ASHG19A3A013934	8.40658E-05	2.225264189	up	noncoding	ENST00000436601	AC011236.7	Ensembl	306	chr2	-
ASHG19A3A044348	1.12401E-06	3.297769841	up	noncoding	ENST00000421806	RP11-175O19.4	Ensembl	3510	chr10	+
ASHG19A3A015567	1.95376E-06	2.690405861	up	noncoding	ENST00000448312	AC009413.1	Ensembl	1008	chr2	+
ASHG19A3A041689	2.94345E-11	3.239286934	up	noncoding	ENST00000424919	AF003626.2	Ensembl	591	chrX	+
ASHG19A3A044203	5.02139E-06	8.618912815	up	noncoding	ENST00000391458	HMGN2L8	Ensembl	1089	chr10	+
ASHG19A3A037249	6.27444E-07	5.059222282	up	noncoding	ENST00000447479	RP11-448G4.2	Ensembl	474	chr1	+
ASHG19A3A014139	4.62571E-06	2.531523693	up	noncoding	uc002tcp.2	LOC644617	UCSC_knowngene	1843	chr2	-
ASHG19A3A044466	6.30975E-09	3.982964258	up	noncoding	ENST00000399415	RP11-446H13.2	Ensembl	461	chr10	+
ASHG19A3A016079	1.03017E-08	3.357443837	up	noncoding	ENST00000436879	RP11-474O21.2	Ensembl	105	chr1	+
ASHG19A3A038987	9.34559E-05	2.188621303	up	noncoding	ENST00000457472	RP11-172F4.2	Ensembl	510	chr9	+
ASHG19A3A019490	1.83923E-07	2.103140774	up	noncoding	ENST00000430523	PI4KAP1	Ensembl	2685	chr22	-
ASHG19A3A043250	5.76527E-09	3.956979159	up	noncoding	ENST00000440453	RP11-170J3.2	Ensembl	469	chr10	-
ASHG19A3A011309	3.8248E-08	2.369778141	up	noncoding	ENST00000464118	CTC-448F2.1	Ensembl	577	chr19	-
ASHG19A3A049999	5.53942E-09	2.345431999	up	noncoding	ENST00000429873	RP11-179F17.2	Ensembl	447	chr13	+
ASHG19A3A043370	1.72294E-07	3.961534483	up	noncoding	ENST00000495531	RP11-572P18.1	Ensembl	483	chr10	-
ASHG19A3A012741	0.000121596	2.655370023	up	noncoding	ENST00000425787	RP11-293G6__B.2	Ensembl	247	chr1	-
ASHG19A3A038039	5.33516E-07	2.270884861	up	noncoding	ENST00000398628	RP11-65N13.6	Ensembl	477	chr9	-
ASHG19A3A014246	3.37599E-06	2.653995246	up	noncoding	ENST00000446992	AC068542.2	Ensembl	624	chr2	-
ASHG19A3A047190	3.00416E-05	2.376351155	up	noncoding	ENST00000493072	RP11-21K20.1	Ensembl	781	chr12	-
ASHG19A3A041821	4.14836E-06	2.753797191	up	noncoding	ENST00000413200	AC013412.1	Ensembl	219	chrY	-
ASHG19A3A013272	2.13051E-08	3.465037822	up	noncoding	ENST00000396274	RP11-385J23.1	Ensembl	339	chr2	-
ASHG19A3A050781	5.41596E-07	3.712740357	up	noncoding	ENST00000304981	AL079307.5	Ensembl	648	chr14	-
ASHG19A3A008732	0.000561615	3.693138976	up	noncoding	ENST00000453838	KRT18P28	Ensembl	1387	chr1	-
ASHG19A3A028993	1.17789E-07	2.503993354	up	noncoding	ENST00000495857	RP11-449H3.2	Ensembl	238	chr5	+
ASHG19A3A031393	8.44905E-09	2.479826076	up	noncoding	ENST00000404151	RP3-391O22.2	Ensembl	721	chr6	+
ASHG19A3A018244	2.01671E-05	2.548998316	up	noncoding	ENST00000450770	RP11-346K17.3	Ensembl	291	chr20	+
ASHG19A3A035141	9.19654E-11	2.318592579	up	noncoding	ENST00000434771	AC024082.4	Ensembl	238	chr7	+
ASHG19A3A035066	2.29616E-07	2.812139208	up	noncoding	uc003vpl.1	AF277175	UCSC_knowngene	809	chr7	+
ASHG19A3A052808	1.22484E-05	2.751663003	up	noncoding	uc010bcp.1	AK057625	UCSC_knowngene	2900	chr15	+
ASHG19A3A033643	2.13941E-09	2.697152508	up	noncoding	ENST00000484956	RP5-1154E9.5	Ensembl	952	chr7	-
ASHG19A3A023773	3.77784E-08	2.72959574	up	noncoding	ENST00000439929	AC092933.3	Ensembl	171	chr3	+
ASHG19A3A046595	5.27098E-08	5.974899086	up	noncoding	NR_002819	MALAT1	RefSeq_NR	8708	chr11	+
ASHG19A3A013604	0.000841537	2.583856173	up	noncoding	ENST00000444514	AC006509.8	Ensembl	266	chr2	-
ASHG19A3A013222	1.11719E-05	2.059466701	up	noncoding	uc002qyd.1	BC113076	UCSC_knowngene	405	chr2	-
ASHG19A3A030651	6.22117E-07	2.545452069	up	noncoding	ENST00000403538	RP1-83M4.2	Ensembl	519	chr6	-
ASHG19A3A042377	2.98498E-07	2.454134978	up	noncoding	ENST00000451325	RP11-445P17.5	Ensembl	435	chr10	-
ASHG19A3A048885	1.40923E-07	2.26022464	up	noncoding	ENST00000488396	RP1-170B16.1	Ensembl	739	chr12	+
ASHG19A3A039870	7.98271E-06	2.077154468	up	noncoding	ENST00000396571	VDAC1P2	Ensembl	855	chrX	-
ASHG19A3A009254	0.000529137	2.76367566	up	noncoding	ENST00000411468	AC015818.8	Ensembl	867	chr17	+
ASHG19A3A042456	0.002571003	2.500043123	up	noncoding	ENST00000418616	RP11-730A19.7	Ensembl	301	chr10	-
ASHG19A3A021729	9.93212E-07	2.842971428	up	noncoding	ENST00000379950	RP11-501O2.2	Ensembl	951	chr3	-
ASHG19A3A009305	8.69426E-08	5.221713439	up	noncoding	ENST00000465875	AC015917.2	Ensembl	585	chr17	+
ASHG19A3A027060	3.81431E-05	2.254596603	up	noncoding	ENST00000492855	CTC-484M2.1	Ensembl	602	chr5	-
ASHG19A3A022157	2.38228E-06	3.572349715	up	noncoding	uc003fxi.2	MFI2	UCSC_knowngene	707	chr3	-
ASHG19A3A049447	1.33998E-05	3.018630739	up	noncoding	ENST00000428062	RP11-421P11.6	Ensembl	1095	chr13	-
ASHG19A3A039375	5.07418E-06	2.812309615	up	noncoding	ENST00000436459	EEF1AL3	Ensembl	1744	chr9	+
ASHG19A3A038994	1.79827E-07	2.342255839	up	noncoding	ENST00000435150	RP11-330M2.4	Ensembl	211	chr9	+
ASHG19A3A039525	1.58956E-05	4.145265535	up	noncoding	ENST00000431919	RP13-465B17.3	Ensembl	117	chrX	-
ASHG19A3A013609	4.27277E-05	2.540129295	up	noncoding	ENST00000443244	AC079807.1	Ensembl	483	chr2	-
ASHG19A3A053701	2.38907E-07	2.616555802	up	noncoding	NR_027011	CSDAP1	RefSeq_NR	1758	chr16	-
ASHG19A3A021436	3.91152E-10	4.449241576	up	noncoding	ENST00000465850	RP11-274J15.2	Ensembl	380	chr3	-
ASHG19A3A028455	2.88859E-06	2.9424844	up	noncoding	ENST00000512252	AC010623.1	Ensembl	2076	chr5	+
ASHG19A3A036739	9.97564E-09	3.342555357	up	noncoding	ENST00000465398	RP11-216N21.2	Ensembl	406	chr8	+
ASHG19A3A030142	1.60449E-09	3.318510518	up	noncoding	ENST00000424573	RP11-398K22.3	Ensembl	156	chr6	-
ASHG19A3A048347	3.69799E-07	2.381535378	up	noncoding	ENST00000449232	RP11-374C13.1	Ensembl	372	chr1	-
ASHG19A3A017572	4.7974E-11	3.456457772	up	noncoding	ENST00000413849	RPL31P2	Ensembl	377	chr20	-
ASHG19A3A026910	6.0244E-07	2.554159583	up	noncoding	ENST00000380734	RP11-1415C14.3	Ensembl	1818	chr5	-
ASHG19A3A030552	9.58568E-10	4.790757317	up	noncoding	ENST00000406512	FTHL26	Ensembl	701	chr6	-
ASHG19A3A040757	0.010622968	2.011511389	up	noncoding	NR_027783	SAT1	RefSeq_NR	1199	chrX	+
ASHG19A3A053658	1.38021E-05	3.108678743	up	noncoding	NR_002453	LOC595101	RefSeq_NR	4301	chr16	-
ASHG19A3A036080	3.90783E-05	2.221587493	up	noncoding	ENST00000480579	KB-1137H10.1	Ensembl	348	chr8	-
ASHG19A3A033178	1.8097E-09	2.273547953	up	noncoding	ENST00000411660	AC069292.6	Ensembl	793	chr7	-
ASHG19A3A027607	2.80912E-08	4.112605324	up	noncoding	ENST00000467232	CTC-550M4.1	Ensembl	300	chr5	-
ASHG19A3A008131	2.49064E-07	3.119174863	up	noncoding	ENST00000492004	RP11-22N12.1	Ensembl	341	chr17	-
ASHG19A3A032471	2.01075E-09	3.726226315	up	noncoding	ENST00000439311	AC005007.3	Ensembl	478	chr7	-
ASHG19A3A049669	0.000547602	2.401451391	up	noncoding	ENST00000451540	RP11-159J2.1	Ensembl	2353	chr13	-
ASHG19A3A033210	3.74398E-10	3.745428306	up	noncoding	ENST00000394293	AC091654.7	Ensembl	504	chr7	-
ASHG19A3A016859	6.31629E-11	3.129386676	up	noncoding	ENST00000451828	RP11-108M9.3	Ensembl	434	chr1	+
ASHG19A3A043354	1.24054E-07	2.873234586	up	noncoding	ENST00000420302	RP11-215A21.2	Ensembl	549	chr10	-
ASHG19A3A030045	2.59041E-06	2.391011662	up	noncoding	ENST00000402555	RP1-34L19.2	Ensembl	526	chr6	-
ASHG19A3A051696	2.73587E-05	2.039465647	up	noncoding	ENST00000472287	CTD-3035D6.1	Ensembl	459	chr14	+
ASHG19A3A050849	2.90153E-08	9.512228908	up	noncoding	ENST00000492636	RP11-1042B17.1	Ensembl	288	chr14	-
ASHG19A3A041444	7.01839E-07	4.997652787	up	noncoding	ENST00000420608	RP1-169K13.2	Ensembl	499	chrX	+
ASHG19A3A028027	0.000108146	2.038439125	up	noncoding	ENST00000503199	RP11-704G19.1	Ensembl	1726	chr5	+
ASHG19A3A027330	2.5938E-07	4.813353341	up	noncoding	ENST00000490423	RP11-395C3.1	Ensembl	301	chr5	-
ASHG19A3A014021	0.000552181	2.54665781	up	noncoding	ENST00000429316	AC103563.5	Ensembl	123	chr2	-
ASHG19A3A018423	2.31651E-07	2.547506557	up	noncoding	ENST00000437218	RP3-470L14.1	Ensembl	533	chr20	+
ASHG19A3A032666	2.56208E-05	2.032034946	up	noncoding	ENST00000359917	AC005400.1	Ensembl	2812	chr7	-
ASHG19A3A008276	5.21812E-09	3.912530413	up	noncoding	ENST00000491601	RP11-58O9.1	Ensembl	451	chr17	-
ASHG19A3A017301	4.50844E-07	2.057491552	up	noncoding	ENST00000399532	RPL21P2	Ensembl	477	chr20	-
ASHG19A3A011116	1.00504E-06	3.1255372	up	noncoding	ENST00000481802	CTC-250I14.1	Ensembl	499	chr19	-
ASHG19A3A015635	6.73378E-09	2.688346602	up	noncoding	ENST00000422792	AC079807.3	Ensembl	455	chr2	+
ASHG19A3A027016	4.50614E-09	10.09195076	up	noncoding	NR_004845	LOC644936	RefSeq_NR	1456	chr5	-
ASHG19A3A013704	5.13914E-07	3.181687345	up	noncoding	ENST00000454675	AC092155.1	Ensembl	477	chr2	-
ASHG19A3A054535	9.14373E-07	2.777734274	up	noncoding	uc010vfu.1	VHDJH	UCSC_knowngene	116	chr16	+
ASHG19A3A041451	3.85465E-07	4.352295403	up	noncoding	ENST00000432935	RP5-1068B5.1	Ensembl	350	chr1	+
ASHG19A3A027265	2.73785E-07	3.09378494	up	noncoding	ENST00000427352	RP11-242A24.1	Ensembl	270	chr5	-
ASHG19A3A052423	2.21456E-05	7.797522839	up	noncoding	NR_026813	C15orf5	RefSeq_NR	1512	chr15	-
ASHG19A3A014659	3.43635E-05	5.05479578	up	noncoding	uc002ujk.2	AF283776	UCSC_knowngene	1793	chr2	-
ASHG19A3A045497	2.73038E-08	2.80887794	up	noncoding	ENST00000428553	RP11-864N7.2	Ensembl	399	chr11	-
ASHG19A3A018558	5.18608E-06	2.69714184	up	noncoding	ENST00000449818	RP11-40H20.2	Ensembl	867	chr1	+
ASHG19A3A017624	7.28146E-07	8.360446887	up	noncoding	NR_027451	LOC647979	RefSeq_NR	5378	chr20	-
ASHG19A3A020173	0.000452047	2.024842237	up	noncoding	NR_027293	LOC96610	RefSeq_NR	2011	chr22	+
ASHG19A3A010043	8.11085E-08	3.349050878	up	noncoding	ENST00000486874	CTD-2561B21.1	Ensembl	495	chr17	+
ASHG19A3A040213	6.71148E-05	2.1932862	up	noncoding	ENST00000413528	LL0XNC01-237H1.3	Ensembl	628	chrX	-
ASHG19A3A015938	5.46261E-07	2.45541889	up	noncoding	ENST00000435212	MT-ATP8	Ensembl	204	chr2	+
ASHG19A3A017115	1.28186E-06	4.709258205	up	noncoding	NR_003006	SCARNA6	RefSeq_NR	266	chr2	+
ASHG19A3A048788	8.88904E-09	3.364775926	up	noncoding	ENST00000480482	RP11-631N16.1	Ensembl	397	chr12	+
ASHG19A3A016693	1.63353E-09	3.392349157	up	noncoding	ENST00000449770	AC105396.3	Ensembl	338	chr2	+
ASHG19A3A009283	0.000487755	3.067137335	up	noncoding	uc002gzc.1	CR592128	UCSC_knowngene	911	chr17	+
ASHG19A3A052741	1.09975E-08	4.957054888	up	noncoding	ENST00000443749	RP11-83J16.1	Ensembl	412	chr15	+
ASHG19A3A021688	4.63788E-07	2.188096502	up	noncoding	ENST00000450495	RP11-271K21.2	Ensembl	273	chr3	-
ASHG19A3A044245	4.51653E-07	2.396151576	up	noncoding	ENST00000438082	RP11-57C13.6	Ensembl	495	chr10	+
ASHG19A3A048165	2.21761E-05	3.08140285	up	noncoding	ENST00000435871	ACTBP12	Ensembl	418	chr1	-
ASHG19A3A021492	6.54505E-07	4.546713923	up	noncoding	uc010hrq.1	CR613620	UCSC_knowngene	1277	chr3	-
ASHG19A3A031729	0.011198578	2.253340551	up	noncoding	ENST00000402023	RP3-397H23.2	Ensembl	252	chr6	+
ASHG19A3A021318	0.000174229	2.557283158	up	noncoding	ENST00000474651	PROSP	Ensembl	1951	chr3	-
ASHG19A3A039382	4.03802E-05	2.443798238	up	noncoding	ENST00000411440	CELP	Ensembl	1216	chr9	+
ASHG19A3A012261	9.00573E-06	2.111748666	up	noncoding	ENST00000428058	CTD-2666L21.2	Ensembl	849	chr19	+
ASHG19A3A050257	7.16616E-09	7.718616611	up	noncoding	ENST00000400311	RP11-394A14.3	Ensembl	424	chr13	+
ASHG19A3A023041	7.76404E-07	3.660683505	up	noncoding	ENST00000397729	RP11-324H4.1	Ensembl	342	chr3	+
ASHG19A3A046239	9.25437E-08	3.725927632	up	noncoding	ENST00000488389	RP4-710M3.1	Ensembl	499	chr11	+
ASHG19A3A008471	2.43724E-06	2.611456019	up	noncoding	ENST00000393464	CTC-305D20.1	Ensembl	582	chr17	-
ASHG19A3A053808	1.5752E-09	4.47209055	up	noncoding	ENST00000444907	RP11-51O6.1	Ensembl	468	chr16	-
ASHG19A3A019955	1.5822E-05	2.466717111	up	noncoding	ENST00000439941	RP1-34P24.2	Ensembl	321	chr22	-
ASHG19A3A019712	7.0672E-07	2.477916581	up	noncoding	ENST00000401937	RP4-803A2.1	Ensembl	523	chr1	+
ASHG19A3A052933	5.66718E-06	2.483521644	up	noncoding	uc002afm.2	unknown	UCSC_knowngene	1115	chr15	+
ASHG19A3A049285	2.56724E-08	2.065732959	up	noncoding	ENST00000315012	RP11-22J15.2	Ensembl	396	chr13	-
ASHG19A3A029687	2.01268E-06	7.963100616	up	noncoding	NR_026816	PSORS1C3	RefSeq_NR	600	chr6	-
ASHG19A3A016578	2.17247E-09	3.623311497	up	noncoding	ENST00000461070	EIF2S2P4	Ensembl	984	chr2	+
ASHG19A3A041739	2.62579E-07	5.680153378	up	noncoding	ENST00000402289	U52111.12	Ensembl	904	chrX	+
ASHG19A3A050997	1.60294E-06	4.467629227	up	noncoding	ENST00000469811	RP11-488C13.1	Ensembl	374	chr14	-
ASHG19A3A029541	0.000141059	2.634442406	up	noncoding	ENST00000362070	HIST1H2APS4	Ensembl	348	chr6	-
ASHG19A3A028116	9.63099E-06	3.038593446	up	noncoding	ENST00000427832	RP5-1125M8.6	Ensembl	283	chr1	+
ASHG19A3A010784	2.6258E-07	4.882358231	up	noncoding	NR_028324	FLJ45445	RefSeq_NR	4874	chr19	-
ASHG19A3A037565	1.27635E-09	12.52240041	up	noncoding	uc011lsc.1	HSPBL2	UCSC_knowngene	381	chr9	-
ASHG19A3A009320	1.59662E-07	2.972646916	up	noncoding	ENST00000469001	AC010761.3	Ensembl	375	chr17	+
ASHG19A3A048379	1.95809E-08	2.823083877	up	noncoding	ENST00000358818	AC007537.1	Ensembl	324	chr12	+
ASHG19A3A053003	1.26566E-06	3.260885686	up	noncoding	ENST00000497294	RP11-342M21.1	Ensembl	392	chr15	+
ASHG19A3A022499	4.09473E-07	2.507457787	up	noncoding	ENST00000424997	RP11-219I21.1	Ensembl	240	chr3	+
ASHG19A3A055091	2.7157E-06	9.741587761	up	noncoding	uc001lvb.1	H19	UCSC_knowngene	1652	chr11	-
ASHG19A3A034337	0.000185268	2.47440851	up	noncoding	ENST00000431058	GS1-18A18.3	Ensembl	377	chr7	+
ASHG19A3A019766	1.52524E-07	2.594965599	up	noncoding	ENST00000447905	CITF22-45C1.3	Ensembl	391	chr22	-
ASHG19A3A050911	4.00396E-07	2.682750113	up	noncoding	ENST00000465274	RP11-226F19.1	Ensembl	159	chr14	-
ASHG19A3A051918	5.26113E-07	2.418679371	up	noncoding	ENST00000460716	AC090602.1	Ensembl	894	chr15	-
ASHG19A3A040934	0.000602541	2.277876778	up	noncoding	ENST00000441060	RP11-552E4.5	Ensembl	528	chrX	+
ASHG19A3A012977	0.000182519	2.234263911	up	noncoding	ENST00000490784	CTD-2224J9.3	Ensembl	156	chr19	+
ASHG19A3A047285	3.54995E-06	3.278674695	up	noncoding	ENST00000396536	AC007436.3	Ensembl	909	chr12	-
ASHG19A3A039960	4.78182E-09	3.793319612	up	noncoding	ENST00000434984	RP1-148M19.2	Ensembl	474	chrX	-
ASHG19A3A034217	1.3358E-07	2.959795159	up	noncoding	ENST00000415894	RP11-466F5.9	Ensembl	435	chr1	+
ASHG19A3A011319	1.07286E-07	2.557767967	up	noncoding	ENST00000448115	RP11-302I18.1	Ensembl	933	chr1	-
ASHG19A3A018288	1.58093E-10	3.224664021	up	noncoding	ENST00000450588	PPIAP3	Ensembl	505	chr20	+
ASHG19A3A031127	0.000269652	3.308208263	up	noncoding	NR_026790	HCG11	RefSeq_NR	5688	chr6	+
ASHG19A3A026852	0.000127398	3.53773512	up	noncoding	ENST00000506094	CTD-2244C20.1	Ensembl	1078	chr5	-
ASHG19A3A025762	0.000272044	2.236966576	up	noncoding	ENST00000415545	HSP90B3P	Ensembl	1561	chr1	+
ASHG19A3A014647	6.13762E-05	2.082252474	up	noncoding	ENST00000440547	AC018470.3	Ensembl	960	chr2	-
ASHG19A3A021353	1.00832E-05	2.335992928	up	noncoding	ENST00000496294	RP11-234A1.1	Ensembl	459	chr3	-
ASHG19A3A033703	1.32848E-05	2.228834138	up	noncoding	ENST00000447700	AC073331.2	Ensembl	943	chr7	-
ASHG19A3A008664	5.87301E-08	4.289630473	up	noncoding	ENST00000437414	AC111155.1	Ensembl	318	chr17	-
ASHG19A3A042950	6.14689E-08	2.859714521	up	noncoding	ENST00000440913	RP11-345K20.2	Ensembl	438	chr10	-
ASHG19A3A017462	2.38279E-05	5.7175749	up	noncoding	ENST00000451602	KRT18P3	Ensembl	1288	chr20	-
ASHG19A3A015324	1.02165E-08	4.083954161	up	noncoding	ENST00000433548	AC018463.5	Ensembl	492	chr2	+
ASHG19A3A034359	0.00074675	4.53986375	up	noncoding	uc003tqy.2	CO9	UCSC_knowngene	503	chr7	+
ASHG19A3A033785	0.000125136	5.775991664	up	noncoding	ENST00000451203	AC104843.3	Ensembl	319	chr7	-
ASHG19A3A027661	8.50586E-06	2.356919939	up	noncoding	ENST00000309178	GLRXP3	Ensembl	787	chr5	-
ASHG19A3A041812	1.75176E-07	3.239699153	up	noncoding	ENST00000411983	AC010874.1	Ensembl	438	chrY	-
ASHG19A3A033025	1.69895E-07	7.150107669	up	noncoding	uc003ubz.1	PMS2L14	UCSC_knowngene	1127	chr7	-
ASHG19A3A024230	3.15049E-07	2.645825656	up	noncoding	ENST00000461060	RP11-621K7.1	Ensembl	402	chr4	-
ASHG19A3A026263	2.60678E-09	3.907577445	up	noncoding	ENST00000240349	NACA3P	Ensembl	753	chr4	+
ASHG19A3A041628	1.53733E-07	2.197370311	up	noncoding	ENST00000399253	RP3-507I15.1	Ensembl	370	chrX	+
ASHG19A3A043697	6.61117E-08	3.506302045	up	noncoding	ENST00000426373	RP11-108B14.4	Ensembl	327	chr10	+
ASHG19A3A044528	2.72897E-08	3.3426917	up	noncoding	ENST00000414329	RP11-106M7.4	Ensembl	645	chr10	+
ASHG19A3A045687	1.56649E-08	4.255708161	up	noncoding	ENST00000317197	RPL37AP8	Ensembl	282	chr11	-
ASHG19A3L0000140	1.03626E-08	2.83106309	up	noncoding	exon90+	lincRNA-KNCN	lincRNA	643	chr1	+
ASHG19A3A053985	0.000730124	2.176408739	up	noncoding	ENST00000446414	RP11-520H16.4	Ensembl	664	chr1	-
ASHG19A3A016598	3.87228E-07	3.823488796	up	noncoding	ENST00000431782	RP11-169K16.6	Ensembl	490	chr1	+
ASHG19A3A015703	1.18616E-07	3.26145017	up	noncoding	ENST00000416921	AC108039.2	Ensembl	246	chr2	+
ASHG19A3A024631	2.8652E-08	2.588796747	up	noncoding	ENST00000482859	RP11-119H12.2	Ensembl	796	chr4	-
ASHG19A3L0001190	6.15593E-07	4.351070381	up	noncoding	DA097594	lincRNA-MSH2	lincRNA	550	chr2	-
ASHG19A3A026676	2.19717E-09	2.938012553	up	noncoding	ENST00000502591	RP11-79C6.1	Ensembl	103	chr5	-
ASHG19A3A040398	2.18962E-08	6.86411549	up	noncoding	uc001hns.1	AK025140	UCSC_knowngene	2331	chr1	+
ASHG19A3A021989	1.19453E-06	2.77444707	up	noncoding	ENST00000392642	RP11-259P15.1	Ensembl	405	chr3	-
ASHG19A3A046225	2.80799E-07	3.013561178	up	noncoding	ENST00000476147	RP11-587D21.1	Ensembl	375	chr11	+
ASHG19A3A020348	2.50507E-09	3.739102724	up	noncoding	ENST00000423610	SC22CB-1E7.1	Ensembl	407	chr22	+
ASHG19A3A007152	1.2804E-08	7.447789579	up	noncoding	uc002xul.3	C20orf199	UCSC_knowngene	677	chr20	+
ASHG19A3A043276	3.34485E-10	4.327271978	up	noncoding	ENST00000450091	RP11-45P22.2	Ensembl	483	chr10	-
ASHG19A3A034209	9.5678E-07	2.279473072	up	noncoding	ENST00000434232	AC007349.6	Ensembl	732	chr7	+
ASHG19A3A029519	7.09738E-07	3.075029676	up	noncoding	ENST00000454426	HIST1H2APS2	Ensembl	370	chr6	-
ASHG19A3A052297	1.04064E-07	2.309221506	up	noncoding	ENST00000489563	RP11-352G18.1	Ensembl	579	chr15	-
ASHG19A3A017431	0.002814792	2.116011468	up	noncoding	ENST00000445304	RPL17P1	Ensembl	536	chr20	-
ASHG19A3A037140	3.18507E-10	3.561647158	up	noncoding	ENST00000393653	RP11-518K17.3	Ensembl	549	chr9	-
ASHG19A3A044699	2.12259E-09	3.638163905	up	noncoding	ENST00000392565	XXyac-YRM2136_A.1	Ensembl	456	chr10	+
ASHG19A3L0002368	1.73689E-08	2.867548817	up	noncoding	AX747492	lincRNA-HFE2	lincRNA	4510	chr1	+
ASHG19A3A042724	0.000153211	2.20737676	up	noncoding	NR_003277	LOC728643	RefSeq_NR	542	chr10	-
ASHG19A3A047265	6.01117E-06	2.434487028	up	noncoding	ENST00000470614	RP11-69M1.1	Ensembl	315	chr12	-
ASHG19A3A011314	2.17742E-08	3.867410451	up	noncoding	NR_001587	AURKAPS1	RefSeq_NR	1537	chr1	-
ASHG19A3A040842	1.10435E-07	5.759281263	up	noncoding	NR_002315	LOC440926	RefSeq_NR	1059	chr1	+
ASHG19A3L0001678	2.98542E-06	2.409547798	up	noncoding	BC030521	lincRNA-PTCD2	lincRNA	2134	chr5	-
ASHG19A3A023301	1.28774E-06	3.241819097	up	noncoding	ENST00000484754	RP11-4H14.1	Ensembl	458	chr3	+
ASHG19A3A032851	0.000244547	2.03669558	up	noncoding	uc003tsi.1	BC035176	UCSC_knowngene	2741	chr7	-
ASHG19A3A033479	1.22934E-07	2.807622441	up	noncoding	ENST00000392199	RP11-312J18.5	Ensembl	1098	chr1	+
ASHG19A3A037132	4.03168E-05	3.157272376	up	noncoding	ENST00000397561	RP11-54D18.1	Ensembl	998	chr9	-
ASHG19A3A007137	5.38228E-06	2.209515829	up	noncoding	NR_003266	LOC220729	RefSeq_NR	1560	chr3	-
ASHG19A3A052354	1.31622E-07	3.106131525	up	noncoding	ENST00000477007	RP11-106M3.1	Ensembl	496	chr15	-
ASHG19A3A030010	5.95325E-05	3.437926703	up	noncoding	ENST00000498293	RPS17P5	Ensembl	408	chr6	-
ASHG19A3A035049	1.37604E-11	2.594509263	up	noncoding	NR_002144	LOC407835	RefSeq_NR	1737	chr7	+
ASHG19A3A052188	2.46827E-09	2.563799509	up	noncoding	ENST00000485045	CTD-2515H24.1	Ensembl	429	chr15	-
ASHG19A3A037664	0.00033097	2.014611684	up	noncoding	ENST00000440352	RP11-317B17.2	Ensembl	566	chr9	-
ASHG19A3A032433	7.69847E-09	3.440532217	up	noncoding	ENST00000421430	RP11-4M23.4	Ensembl	369	chr1	-
ASHG19A3A042091	5.40161E-09	2.620087271	up	noncoding	ENST00000437325	RP5-1043F6.1	Ensembl	985	chr1	+
ASHG19A3A034020	1.38706E-05	3.422609061	up	noncoding	ENST00000396599	AC005062.3	Ensembl	483	chr7	+
ASHG19A3A000362	4.54994E-07	2.776011414	up	noncoding	ENST00000455568	NCRNA00087	Ensembl	471	chrX	-
ASHG19A3A040139	3.36204E-05	2.473276097	up	noncoding	ENST00000428470	RP13-348B13.1	Ensembl	217	chrX	-
ASHG19A3A054328	8.46495E-08	2.219617619	up	noncoding	ENST00000452484	CTA-481E9.1	Ensembl	561	chr16	+
ASHG19A3A031965	2.84332E-08	3.943912361	up	noncoding	ENST00000402798	RP11-367G18.2	Ensembl	447	chr6	+
ASHG19A3A007577	0.000107815	2.001592146	up	noncoding	NR_027762	RBM34	RefSeq_NR	1733	chr1	-
ASHG19A3A010041	2.39216E-06	2.687828261	up	noncoding	ENST00000392422	RP11-93C20.1	Ensembl	402	chr17	+
ASHG19A3A047973	0.000120014	2.226124592	up	noncoding	ENST00000439531	RP5-837D10.2	Ensembl	483	chr1	-
